StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1049,16,0,1,2,17.9,17,0,3,0,0,1,0,2.1,3.0
1050,16,1,1,1,19.4,16,0,4,1,0,0,0,2.46,3.0
1051,17,1,2,2,17.2,5,0,3,0,0,0,0,2.94,2.0
1052,16,1,2,0,2.2,12,1,1,1,0,1,0,1.99,4.0
1053,17,1,0,1,18.9,22,0,4,0,0,1,0,1.57,4.0
1054,18,0,0,2,8.5,13,0,1,0,1,0,0,1.66,4.0
1055,17,0,0,0,0.2,29,1,2,1,1,0,0,0.76,4.0
1056,18,0,0,1,8.8,25,0,2,0,1,0,0,0.8,4.0
1057,18,1,0,4,0.9,20,0,2,0,1,1,0,1.34,4.0
1058,15,0,0,4,10.9,29,0,3,1,0,0,0,0.29,4.0
1059,17,0,0,1,6.8,9,1,3,0,1,0,0,2.61,2.0
1060,15,1,3,0,9.5,23,0,3,0,1,0,0,0.93,4.0
1061,17,1,1,1,12.3,10,0,0,1,0,1,0,1.89,4.0
1062,17,0,0,1,17.4,12,0,2,0,0,1,0,2.33,3.0
1063,15,0,1,3,13.2,11,0,3,0,1,0,0,2.23,3.0
1064,15,0,0,1,8.7,8,0,2,0,1,0,0,2.39,3.0
1065,17,0,0,2,16.4,3,1,4,0,0,0,0,3.35,1.0
1066,16,0,1,1,18.1,6,1,3,1,0,0,0,3.26,1.0
1067,18,0,0,4,2.4,23,0,3,0,1,0,0,1.04,4.0
1068,15,1,0,1,10.6,28,0,0,0,1,0,0,0.03,4.0
1069,18,1,3,2,5.7,21,1,3,0,0,1,0,1.33,4.0
1070,16,1,2,1,0.9,1,0,4,0,0,1,0,3.28,1.0
1071,16,0,1,2,13.4,6,0,2,1,0,0,0,2.94,2.0
1072,16,1,1,1,17.3,28,0,3,0,0,1,1,0.74,4.0
1073,15,0,1,1,3.3,8,0,2,1,1,0,0,2.56,2.0
1074,16,0,0,3,16.2,4,1,2,0,0,0,0,3.3,1.0
1075,15,1,0,3,17.1,14,0,3,1,0,1,0,2.2,3.0
1076,16,0,0,3,18.3,17,0,3,0,1,0,0,1.86,4.0
1077,18,0,0,2,5.3,3,0,3,0,0,0,0,2.73,2.0
1078,18,1,1,3,18.1,18,1,1,1,1,0,0,2.13,3.0
1079,17,1,0,0,6.4,19,0,1,0,0,0,0,0.98,4.0
1080,18,1,3,1,11.0,25,0,3,0,1,0,0,0.99,4.0
1081,17,0,3,1,1.0,6,0,1,0,1,0,0,2.07,3.0
1082,18,1,2,2,0.9,25,0,2,0,0,0,0,0.5,4.0
1083,15,1,1,1,14.4,7,0,0,1,1,0,0,2.53,2.0
1084,18,0,2,1,8.9,16,0,1,0,1,0,0,1.46,4.0
1085,17,1,0,2,5.1,12,0,3,1,1,0,0,2.34,3.0
1086,17,1,2,3,3.8,23,0,3,0,0,0,0,1.16,4.0
1087,16,1,0,1,13.4,20,1,1,1,0,1,1,1.52,4.0
1088,15,0,2,1,0.0,27,0,1,0,0,1,0,0.0,4.0
1089,18,0,0,1,16.1,22,0,0,1,0,1,0,1.06,4.0
1090,16,0,2,1,1.6,10,0,2,0,0,1,1,2.23,3.0
1091,18,0,3,1,3.8,26,0,1,0,0,0,1,0.19,4.0
1092,18,1,0,2,7.7,0,0,2,1,1,0,0,3.51,0.0
1093,16,0,0,2,9.7,1,1,3,0,0,0,0,3.55,0.0
1094,16,0,3,2,7.1,16,1,3,0,1,0,0,2.24,3.0
1095,16,1,0,1,6.4,4,0,1,1,1,0,0,2.71,2.0
1096,16,1,2,3,19.3,29,0,3,0,0,0,1,0.73,4.0
1097,16,1,1,1,12.8,29,0,4,0,0,1,0,0.97,4.0
1098,18,0,0,2,0.5,5,0,2,0,1,0,0,2.56,2.0
1099,16,0,0,3,8.6,25,0,2,1,0,1,1,0.74,4.0
1100,15,0,0,1,17.5,24,0,2,0,0,0,0,0.72,4.0
1101,17,1,2,1,6.0,23,1,1,1,1,0,1,1.27,4.0
1102,16,1,0,3,1.9,6,0,3,1,0,1,1,2.53,2.0
1103,16,0,1,1,15.2,27,0,3,1,1,0,0,0.94,4.0
1104,18,1,0,2,12.1,20,1,2,0,1,0,0,1.52,4.0
1105,16,1,1,0,11.4,29,0,3,1,0,0,0,0.65,4.0
1106,16,1,2,2,1.1,14,0,3,0,1,1,1,2.05,3.0
1107,16,0,3,1,2.8,18,0,0,1,0,0,1,0.84,4.0
1108,18,1,0,0,12.5,15,0,1,0,1,0,0,1.46,4.0
1109,16,1,2,2,4.2,24,1,3,1,1,0,0,1.49,4.0
1110,17,0,2,1,10.1,12,1,4,0,0,0,0,2.59,2.0
1111,18,0,1,1,10.9,4,1,3,0,0,0,0,3.22,1.0
1112,17,1,3,0,5.7,2,1,4,0,0,1,0,3.55,0.0
1113,18,1,0,1,19.0,2,0,2,0,0,0,0,3.09,1.0
1114,16,0,0,1,16.8,18,1,1,0,1,1,0,1.92,4.0
1115,17,0,2,0,14.4,13,1,2,0,0,0,0,2.2,3.0
1116,18,1,0,3,1.6,15,0,0,0,0,0,1,0.88,4.0
1117,15,1,2,0,2.1,21,0,3,1,0,1,0,1.34,4.0
1118,16,1,2,2,9.9,16,0,4,0,0,0,0,1.82,4.0
1119,18,1,0,1,3.2,26,0,3,0,1,0,0,0.62,4.0
1120,15,0,2,1,19.6,3,0,2,1,0,1,1,3.62,0.0
1121,18,1,0,3,3.2,12,1,1,1,1,0,0,2.17,3.0
1122,15,1,1,1,9.7,7,1,1,0,1,1,0,2.97,2.0
1123,16,0,1,4,7.3,18,0,2,0,0,0,0,0.98,4.0
1124,17,1,3,1,12.8,4,0,3,0,0,0,0,3.1,1.0
1125,15,0,0,2,2.6,1,1,2,1,0,1,0,3.5,1.0
1126,18,1,0,2,8.6,14,0,4,1,0,0,0,2.59,2.0
1127,16,1,1,3,5.5,1,0,3,1,0,0,0,3.54,0.0
1128,15,0,2,2,17.8,10,1,1,0,1,0,0,2.82,2.0
1129,18,0,1,2,0.8,12,1,1,1,1,0,0,2.02,3.0
1130,18,1,0,1,18.3,22,1,3,0,0,0,0,1.37,4.0
1131,18,1,0,1,16.7,9,0,1,0,0,0,0,2.1,3.0
1132,15,1,0,3,6.0,2,0,3,0,0,0,0,3.03,1.0
1133,15,0,2,1,15.8,4,1,2,0,1,0,0,3.58,0.0
1134,15,1,0,1,0.6,2,0,1,1,0,0,0,2.43,3.0
1135,17,0,0,2,19.3,5,1,2,1,0,0,0,3.16,1.0
1136,15,0,3,1,10.5,12,0,2,1,0,0,0,2.12,3.0
1137,15,1,0,4,6.1,9,0,3,0,1,0,0,2.2,3.0
1138,15,0,3,2,7.3,18,0,0,1,0,1,1,1.18,4.0
1139,17,1,1,2,1.3,7,0,3,1,0,0,0,2.74,2.0
1140,15,1,2,3,19.8,17,1,3,0,0,0,0,2.24,3.0
1141,18,1,0,0,0.8,2,0,3,1,0,0,0,3.14,1.0
1142,15,1,0,1,13.1,23,1,0,1,1,0,0,1.05,4.0
1143,18,1,2,2,8.9,23,1,3,0,0,0,0,0.82,4.0
1144,18,0,2,1,19.0,16,0,2,1,0,1,0,2.03,3.0
1145,18,0,2,2,4.9,7,1,2,1,1,0,0,2.43,3.0
1146,17,1,0,3,10.6,9,0,3,1,0,0,0,2.66,2.0
1147,17,1,2,2,9.6,1,1,2,1,0,0,1,3.59,0.0
1148,17,0,2,1,14.1,11,0,3,0,1,0,0,2.31,3.0
1149,15,0,1,4,1.4,22,0,1,1,1,0,1,1.01,4.0
1150,18,0,2,2,3.9,5,0,3,1,0,0,0,2.88,2.0
1151,17,0,2,2,4.3,1,0,1,0,1,1,0,2.8,2.0
1152,17,1,1,1,14.8,20,1,3,0,1,0,0,1.76,4.0
1153,15,1,0,3,3.8,22,0,4,1,0,0,1,1.12,4.0
1154,17,0,0,2,11.5,23,0,2,0,0,0,0,1.03,4.0
1155,15,1,0,2,4.3,2,0,2,1,0,0,0,3.08,1.0
1156,16,0,0,3,17.2,16,1,3,1,1,0,0,2.63,2.0
1157,17,1,0,1,18.8,28,0,0,0,1,1,1,0.5,4.0
1158,16,0,0,2,10.4,6,0,2,0,0,0,0,2.78,2.0
1159,15,1,0,3,7.0,28,0,2,0,0,0,0,0.25,4.0
1160,18,0,0,1,4.7,20,0,3,0,0,0,1,1.19,4.0
1161,17,0,2,2,1.0,4,1,3,1,0,0,1,3.38,1.0
1162,15,1,3,3,5.4,22,1,3,0,0,0,0,1.29,4.0
1163,18,0,0,2,13.1,0,1,3,0,0,1,1,3.72,0.0
1164,18,1,3,2,10.7,7,0,3,1,0,0,0,2.67,2.0
1165,16,1,1,3,18.9,11,1,2,1,0,0,0,2.37,3.0
1166,15,0,0,3,7.9,13,0,2,0,1,0,0,1.62,4.0
1167,18,1,0,1,13.9,15,1,2,1,1,0,0,2.54,2.0
1168,17,1,1,0,9.8,9,0,4,0,1,0,0,2.3,3.0
1169,17,1,2,2,10.3,14,0,3,1,0,0,0,2.26,3.0
1170,16,1,2,2,5.4,20,0,2,0,1,0,0,1.32,4.0
1171,18,1,0,2,9.1,23,0,3,0,1,0,0,0.95,4.0
1172,15,0,0,2,9.4,25,0,2,1,0,0,1,0.82,4.0
1173,17,1,0,1,14.1,14,1,3,0,0,0,0,2.34,3.0
1174,18,1,0,2,18.8,9,0,2,0,1,0,0,2.68,2.0
1175,18,1,0,1,6.6,20,1,1,1,0,0,0,1.54,4.0
1176,16,1,0,2,0.8,27,0,3,1,0,0,0,0.2,4.0
1177,17,1,2,2,9.9,6,0,3,0,0,0,0,2.75,2.0
1178,17,0,3,1,10.9,25,1,2,1,0,1,0,1.1,4.0
1179,15,1,0,1,3.4,2,0,2,1,0,0,0,2.55,2.0
1180,17,0,3,2,15.2,1,0,3,1,0,0,1,3.27,1.0
1181,15,0,0,2,19.7,5,1,3,0,0,0,0,3.19,1.0
1182,17,0,0,1,18.9,20,0,3,1,0,0,0,1.72,4.0
1183,16,0,0,4,3.9,8,0,2,1,1,0,0,2.34,3.0
1184,17,1,1,2,17.5,9,1,4,1,1,0,0,3.27,1.0
1185,15,0,3,4,14.1,3,0,3,0,0,0,0,2.99,2.0
1186,15,0,1,2,9.1,26,1,3,1,0,0,0,0.9,4.0
1187,16,1,0,2,10.8,2,0,3,0,0,0,0,2.96,2.0
1188,17,1,1,3,17.0,8,0,1,1,0,0,0,2.67,2.0
1189,17,1,0,2,9.6,23,0,0,1,1,0,0,1.22,4.0
1190,16,0,2,2,7.5,21,1,3,0,0,0,0,1.37,4.0
1191,17,1,1,1,9.9,16,0,2,0,0,0,1,1.52,4.0
1192,17,1,0,2,11.6,13,1,3,0,0,0,0,2.23,3.0
1193,15,0,1,1,3.8,9,0,2,1,0,0,0,2.14,3.0
1194,17,1,1,1,18.0,12,0,2,0,0,0,0,2.26,3.0
1195,17,1,0,0,13.5,11,1,1,1,0,1,0,2.75,2.0
1196,16,1,1,0,12.7,26,0,3,1,1,0,0,0.9,4.0
1197,16,1,0,4,2.0,0,0,1,1,0,0,1,3.12,1.0
1198,18,0,2,1,12.1,27,0,3,1,0,1,0,1.29,4.0
1199,15,1,2,2,2.4,21,0,2,0,0,0,0,0.57,4.0
1200,17,1,2,3,1.6,28,0,3,1,0,0,0,0.58,4.0
1201,17,0,1,2,10.5,18,0,1,0,0,1,0,1.64,4.0
1202,18,1,1,1,8.1,18,0,1,0,0,0,0,1.23,4.0
1203,17,0,0,2,11.8,5,0,3,0,1,0,1,2.97,2.0
1204,15,1,2,2,1.8,12,0,2,1,0,0,0,2.01,3.0
1205,18,0,0,2,8.6,18,0,1,1,0,0,0,1.15,4.0
1206,15,0,0,2,3.5,12,1,4,0,0,0,0,2.19,3.0
1207,18,0,0,4,19.7,26,1,1,1,0,0,0,0.95,4.0
1208,18,0,0,2,11.2,25,0,2,1,0,0,0,0.57,4.0
1209,16,1,1,1,13.7,21,0,1,0,0,0,0,0.97,4.0
1210,15,0,0,2,6.5,20,1,2,1,0,1,1,1.66,4.0
1211,17,1,2,0,1.9,3,0,2,0,0,1,0,2.84,2.0
1212,17,0,0,3,19.5,23,0,1,0,0,1,1,0.19,4.0
1213,15,0,0,1,5.7,1,0,3,1,0,0,0,3.26,1.0
1214,17,0,1,1,8.5,14,1,2,0,0,0,0,1.92,4.0
1215,17,1,0,3,13.0,11,0,3,0,0,0,0,2.02,3.0
1216,15,0,0,2,0.5,29,1,1,1,0,0,0,0.13,4.0
1217,18,1,2,1,16.2,26,1,2,1,0,0,0,1.29,4.0
1218,15,1,0,2,10.7,6,0,0,1,0,1,0,2.59,2.0
1219,18,1,2,3,5.6,19,1,3,0,0,0,0,1.46,4.0
1220,17,1,0,1,1.2,17,0,3,0,0,0,0,1.47,4.0
1221,17,1,0,3,3.2,22,0,3,1,1,0,1,1.71,4.0
1222,17,1,2,0,17.9,12,0,2,0,1,0,1,2.29,3.0
1223,16,1,0,2,13.7,16,0,3,0,0,1,0,1.96,4.0
1224,18,1,0,3,5.0,3,0,3,0,0,0,0,2.62,2.0
1225,16,1,0,1,1.3,24,0,0,1,0,0,0,0.77,4.0
1226,16,0,0,2,13.8,13,0,1,0,0,1,0,1.81,4.0
1227,15,0,2,1,11.4,19,0,2,0,0,0,0,0.88,4.0
1228,16,0,0,2,8.1,27,0,3,0,1,0,0,0.82,4.0
1229,15,0,2,2,7.3,12,1,0,0,0,0,0,1.45,4.0
1230,15,0,2,2,4.3,2,0,3,0,1,0,0,3.34,1.0
1231,16,1,0,1,13.4,25,0,2,0,0,0,0,0.82,4.0
1232,18,1,3,1,19.4,25,0,2,0,0,0,0,0.68,4.0
1233,18,1,0,0,3.5,17,0,1,0,1,0,1,1.39,4.0
1234,18,1,3,1,11.9,13,0,2,0,1,0,1,1.99,4.0
1235,18,1,0,2,8.5,14,0,0,0,1,0,0,1.64,4.0
1236,18,1,1,3,8.9,2,0,0,0,1,0,0,2.51,2.0
1237,16,1,0,2,5.1,0,0,3,0,0,1,0,2.98,2.0
1238,16,0,0,2,16.5,25,1,2,0,0,1,0,1.26,4.0
1239,17,0,1,4,9.7,23,1,2,0,0,0,0,1.42,4.0
1240,18,0,2,2,10.9,16,0,1,1,0,1,0,1.6,4.0
1241,16,0,0,3,6.1,2,1,2,0,1,0,0,3.09,1.0
1242,17,1,0,2,3.6,13,0,0,1,1,0,0,1.64,4.0
1243,18,1,2,1,1.7,2,0,2,0,1,0,0,2.59,2.0
1244,15,1,1,0,14.3,12,1,2,0,0,0,0,2.39,3.0
1245,17,0,3,2,3.9,14,0,2,1,0,0,0,1.9,4.0
1246,16,1,2,1,13.8,17,0,4,0,1,0,0,2.11,3.0
1247,15,1,3,1,7.8,13,0,2,0,0,0,0,1.7,4.0
1248,15,1,2,2,8.3,20,0,2,1,0,0,0,1.04,4.0
1249,15,0,0,2,9.4,25,0,2,0,1,0,0,1.19,4.0
1250,17,1,0,2,7.4,2,0,1,0,0,1,0,2.65,2.0
1251,16,0,2,1,2.0,18,0,3,0,1,0,0,1.23,4.0
1252,15,0,1,1,6.2,7,0,2,1,0,0,0,2.13,3.0
1253,18,0,0,2,13.3,3,1,1,1,0,0,0,2.91,2.0
1254,15,0,0,4,13.3,3,0,3,0,0,0,1,3.12,1.0
1255,15,1,3,2,5.7,18,1,0,0,0,0,0,1.04,4.0
1256,17,0,1,3,9.2,10,0,4,1,0,0,1,2.4,3.0
1257,17,0,0,2,3.9,0,1,3,0,0,0,0,3.16,1.0
1258,16,1,0,2,4.2,7,1,2,0,1,1,0,2.72,2.0
1259,18,1,0,1,0.5,14,0,1,1,1,0,0,1.53,4.0
1260,17,0,0,2,17.9,0,0,1,0,0,0,0,3.47,1.0
1261,15,1,0,2,4.2,6,0,1,1,0,0,0,2.3,3.0
1262,16,0,0,2,4.6,20,1,1,1,0,0,0,1.27,4.0
1263,15,0,2,2,5.6,19,0,2,1,1,0,1,1.48,4.0
1264,15,0,0,2,2.5,19,0,4,0,0,1,1,1.45,4.0
1265,17,0,2,1,12.8,23,0,2,0,0,0,0,0.81,4.0
1266,16,1,2,2,1.5,10,1,3,0,0,0,0,2.15,3.0
1267,18,0,0,1,2.7,26,0,3,0,0,0,0,0.56,4.0
1268,18,1,1,3,12.9,28,0,3,0,0,0,0,0.58,4.0
1269,17,1,0,1,6.8,13,0,0,0,1,1,1,1.6,4.0
1270,17,1,2,0,14.2,21,1,2,0,1,0,0,1.0,4.0
1271,16,1,0,2,11.1,15,0,3,0,0,0,0,1.66,4.0
1272,18,0,1,2,5.1,13,0,3,0,0,0,1,1.53,4.0
1273,18,1,1,2,13.0,11,0,4,0,0,0,0,2.21,3.0
1274,18,0,0,1,2.3,16,0,3,0,0,0,1,1.16,4.0
1275,15,1,0,2,10.7,13,1,1,0,0,0,0,2.15,3.0
1276,18,1,1,1,8.7,9,0,2,1,0,0,1,2.59,2.0
1277,15,0,2,3,5.4,23,0,0,1,1,0,0,0.91,4.0
1278,16,0,0,3,12.1,28,1,3,0,0,0,0,0.7,4.0
1279,15,0,1,2,17.4,13,1,2,0,0,0,0,2.14,3.0
1280,16,1,0,1,20.0,17,0,3,0,0,0,0,1.55,4.0
1281,18,1,2,2,12.2,21,0,4,0,0,0,1,1.55,4.0
1282,18,0,0,0,8.1,8,1,3,0,0,1,0,2.97,2.0
1283,16,0,2,2,4.5,16,0,2,1,0,0,1,1.63,4.0
1284,17,0,0,1,5.1,5,1,1,0,0,0,0,2.33,3.0
1285,16,0,0,3,9.6,7,1,3,1,1,1,0,3.27,1.0
1286,17,1,0,0,7.3,25,0,1,0,0,0,0,0.35,4.0
1287,15,0,0,2,18.3,12,1,1,0,0,0,0,1.89,4.0
1288,15,0,1,2,7.4,17,0,1,0,0,0,0,1.46,4.0
1289,15,0,0,2,7.5,4,0,2,1,0,0,0,2.55,2.0
1290,18,0,2,0,7.7,5,0,1,0,0,0,0,2.22,3.0
1291,15,1,0,4,16.7,20,1,4,0,1,1,0,1.85,4.0
1292,17,0,0,2,13.0,18,0,4,1,0,0,0,1.85,4.0
1293,15,1,0,2,12.3,3,0,4,0,0,1,0,3.27,1.0
1294,16,0,0,1,6.7,6,1,0,0,0,0,1,2.55,2.0
1295,16,0,0,2,16.4,3,0,4,0,0,0,0,3.1,1.0
1296,18,1,0,2,0.8,24,0,4,0,0,1,0,0.66,4.0
1297,16,0,0,0,17.4,10,1,4,0,1,0,0,3.09,1.0
1298,17,1,0,1,10.3,11,1,3,0,0,0,0,1.99,4.0
1299,15,1,1,3,8.0,13,1,3,0,1,0,0,2.61,2.0
1300,18,0,1,1,9.9,12,1,1,0,0,0,0,1.73,4.0
1301,15,1,0,1,13.3,28,0,3,1,0,0,0,1.11,4.0
1302,15,1,0,2,0.3,9,0,0,1,0,0,0,1.65,4.0
1303,17,1,3,2,17.4,17,0,2,0,0,0,0,1.34,4.0
1304,16,1,1,0,8.9,15,0,4,0,0,0,0,1.98,4.0
1305,16,1,1,2,6.9,4,0,2,0,1,1,0,3.06,1.0
1306,15,1,0,1,2.8,7,1,1,0,0,0,0,2.39,3.0
1307,18,1,2,0,8.8,13,0,4,0,0,0,0,2.08,3.0
1308,16,1,2,0,9.9,4,0,4,0,1,0,1,3.65,0.0
1309,18,0,1,3,8.1,25,0,1,1,0,0,0,0.32,4.0
1310,16,0,3,1,13.6,27,0,3,0,1,0,0,1.13,4.0
1311,18,1,0,0,8.4,23,0,2,1,0,0,0,0.63,4.0
1312,17,0,0,2,19.2,7,0,2,0,0,1,1,3.16,1.0
1313,18,1,2,3,12.0,24,0,1,0,0,0,0,0.68,4.0
1314,17,1,2,1,16.1,25,0,0,0,0,0,0,0.8,4.0
1315,17,0,0,2,2.2,5,1,1,0,1,0,0,2.84,2.0
1316,18,1,0,0,7.9,15,1,0,0,1,0,0,1.25,4.0
1317,17,1,0,2,6.7,27,0,4,0,0,0,0,0.53,4.0
1318,15,1,0,2,11.4,3,1,3,1,0,0,0,3.19,1.0
1319,17,1,2,2,17.2,11,0,3,0,0,1,0,2.82,2.0
1320,16,0,1,1,1.6,10,0,3,0,0,0,0,2.16,3.0
1321,18,1,0,1,1.5,2,0,1,1,0,0,0,2.72,2.0
1322,15,1,0,1,17.0,11,0,4,1,0,0,0,2.63,2.0
1323,18,1,0,1,4.3,29,1,3,1,1,0,0,0.91,4.0
1324,16,0,0,0,13.4,4,0,2,0,0,0,0,2.61,2.0
1325,16,1,1,2,10.9,5,1,1,0,1,0,0,2.98,2.0
1326,16,0,3,4,16.7,18,0,3,0,0,0,0,1.63,4.0
1327,17,0,2,4,2.5,17,0,3,0,1,0,0,1.36,4.0
1328,17,1,0,3,2.6,15,1,3,0,0,0,0,1.92,4.0
1329,18,1,2,2,11.1,22,0,0,0,0,0,0,1.01,4.0
1330,18,0,2,2,18.9,10,0,1,1,1,0,0,2.33,3.0
1331,15,1,2,1,8.3,4,0,2,1,1,1,0,3.39,1.0
1332,15,0,0,2,6.5,8,0,3,0,1,0,0,2.38,3.0
1333,18,0,0,2,12.1,2,0,0,0,0,0,0,2.78,2.0
1334,17,1,0,2,18.6,29,0,2,0,1,0,1,0.53,4.0
1335,16,1,0,2,16.7,7,0,2,0,0,0,0,2.54,2.0
1336,18,0,0,1,19.9,5,0,3,0,0,0,0,3.01,1.0
1337,15,0,0,1,0.5,3,0,2,1,0,0,0,2.99,2.0
1338,17,0,0,3,2.3,11,0,2,0,1,0,0,1.95,4.0
1339,18,0,2,0,12.2,11,0,3,0,0,0,0,2.15,3.0
1340,18,1,0,2,16.4,24,0,4,0,0,0,1,1.18,4.0
1341,17,1,0,3,5.7,20,0,1,1,0,0,0,1.4,4.0
1342,18,1,3,2,4.8,15,0,1,1,0,1,0,1.76,4.0
1343,17,1,3,2,15.7,9,0,4,1,0,1,0,2.9,2.0
1344,16,1,2,1,1.1,21,0,2,0,0,0,0,1.03,4.0
1345,17,0,3,1,7.4,13,0,3,0,0,0,1,1.91,4.0
1346,17,1,1,3,10.1,12,0,3,0,0,0,0,1.88,4.0
1347,17,1,3,2,11.2,8,0,1,0,1,1,0,2.61,2.0
1348,18,1,0,2,14.6,6,0,3,1,0,1,0,3.11,1.0
1349,18,1,0,0,7.1,11,0,3,0,0,0,0,1.39,4.0
1350,17,1,0,0,12.3,4,0,2,0,0,0,0,2.83,2.0
1351,18,0,0,4,11.7,17,0,0,0,0,1,0,1.09,4.0
1352,15,0,0,1,11.0,3,0,4,0,0,0,0,2.87,2.0
1353,15,0,1,2,12.8,1,0,2,0,1,0,0,2.9,2.0
1354,18,1,2,0,5.2,2,1,3,0,0,0,0,3.18,1.0
1355,18,0,1,2,1.7,25,0,3,0,0,0,0,0.47,4.0
1356,17,0,0,3,2.4,11,1,2,0,0,0,0,2.21,3.0
1357,16,1,2,2,4.5,2,1,3,1,1,0,0,3.38,1.0
1358,18,1,1,1,10.0,3,0,4,0,1,0,0,3.2,1.0
1359,15,1,0,2,16.8,5,0,2,0,0,1,0,3.35,1.0
1360,17,0,1,2,14.0,11,0,2,0,0,0,0,1.73,4.0
1361,18,0,0,2,15.8,18,0,4,1,0,0,0,2.22,3.0
1362,15,1,0,3,7.0,9,0,1,1,0,0,1,2.0,3.0
1363,15,1,3,2,8.1,29,1,0,0,0,0,0,0.72,4.0
1364,16,0,0,3,7.9,0,1,4,0,0,1,0,3.88,0.0
1365,17,0,0,2,3.8,16,0,3,1,0,1,0,1.69,4.0
1366,17,1,2,1,1.2,15,0,4,1,1,0,1,1.76,4.0
1367,16,1,2,1,11.8,8,0,0,0,0,0,0,2.14,3.0
1368,16,0,0,1,19.8,24,1,1,0,1,0,0,0.91,4.0
1369,17,1,0,3,3.3,20,1,1,0,0,0,0,1.14,4.0
1370,17,0,0,2,0.9,8,1,3,1,0,0,1,2.35,3.0
1371,18,0,1,2,15.6,26,0,3,0,0,0,0,0.62,4.0
1372,18,0,0,1,5.1,22,0,2,0,0,1,0,0.34,4.0
1373,16,0,0,1,16.6,8,0,0,0,0,0,0,2.22,3.0
